wavelength_nm,R
7.424500542047387626e+02,9.763294394969341816e-01
7.416460396039602756e+02,9.763451362436462722e-01
7.408437644877141111e+02,9.759701782166411155e-01
7.400432232170420548e+02,9.752290933630722858e-01
7.392444101773321563e+02,9.741112906163413854e-01
7.384473197781883300e+02,9.725678948198098750e-01
7.376519464533002974e+02,9.705024818435614709e-01
7.368582846603133021e+02,9.677532266707656872e-01
7.360663288806998708e+02,9.640587210583041466e-01
7.352760736196316884e+02,9.589942493095313658e-01
7.344875134058524964e+02,9.518504234609953540e-01
7.337006427915516724e+02,9.413917943172002145e-01
7.329154563522395165e+02,9.253499240526468217e-01
7.321319486866216266e+02,8.992923990490486741e-01
7.313501144164757761e+02,8.539749687006101819e-01
7.305699481865282223e+02,7.692464121608117988e-01
7.297914446643322890e+02,6.049024584303924756e-01
7.290145985401458120e+02,3.374080984251284776e-01
7.282394045268111995e+02,1.918333916509636361e-01
7.274658573596356064e+02,3.705177098882972420e-01
7.266939517962708805e+02,5.783918451365541724e-01
7.259236826165957837e+02,7.039307562444065969e-01
7.251550446225985525e+02,7.736886298541381102e-01
7.243880326382591193e+02,8.132551221433443889e-01
7.236226415094337199e+02,8.360384506915251590e-01
7.228588661037392740e+02,8.487152577811751808e-01
7.220967013104379930e+02,8.547010591534273116e-01
7.213361420403248303e+02,8.557612119719395505e-01
7.205771832256123162e+02,8.527625603737692961e-01
7.198198198198197133e+02,8.460254455171736243e-01
7.190640467976598984e+02,8.354863243235703951e-01
7.183098591549294269e+02,8.207652411488443045e-01
7.175572519083966654e+02,8.011789846260206627e-01
7.168062200956935612e+02,7.757211649127466746e-01
7.160567587752052532e+02,7.430336999069554471e-01
7.153088630259621823e+02,7.014235854251417157e-01
7.145625279475329990e+02,6.489297248880626645e-01
7.138177486599163331e+02,5.836428341080974747e-01
7.130745203034357473e+02,5.043834720125432991e-01
7.123328380386326444e+02,4.119364946038263087e-01
7.115926970461628116e+02,3.106728222139523710e-01
7.108540925266902377e+02,2.096208227695445792e-01
7.101170197007849083e+02,1.212356896875667750e-01
7.093814738088190097e+02,5.695952936586354959e-02
7.086474501108644972e+02,2.189817886386999368e-02
7.079149438865915727e+02,1.292227427586170076e-02
7.071839504351672758e+02,2.146784994066780819e-02
7.064544650751546442e+02,3.802139330900059649e-02
7.057264831444131232e+02,5.511579685106200027e-02
7.049999999999998863e+02,6.820596032268859410e-02
7.042750110180693355e+02,7.534103180667675592e-02
7.035515115937773771e+02,7.653969682989256174e-02
7.028294971411813776e+02,7.326367152798725357e-02
7.021089630931456895e+02,6.801185439593075699e-02
7.013899049012434261e+02,6.389981134160055420e-02
7.006723180356618741e+02,6.411165295760766492e-02
6.999561979851071101e+02,7.120219978996737697e-02
6.992415402567092997e+02,8.644901397333085158e-02
6.985283403759286784e+02,1.095191393115108325e-01
6.978165938864626696e+02,1.386297858597688448e-01
6.971062963501525473e+02,1.711141861666439223e-01
6.963974433468911229e+02,2.041199942956512248e-01
6.956900304745317953e+02,2.351677486845954179e-01
6.949840533487965786e+02,2.624243525870041949e-01
6.942795076031859480e+02,2.847756995439765237e-01
6.935763888888886868e+02,3.017325035393732535e-01
6.928746928746927551e+02,3.133119559494302320e-01
6.921744152468955917e+02,3.199245292082794623e-01
6.914755517092165746e+02,3.222811580917034346e-01
6.907780979827086867e+02,3.213129389839627925e-01
6.900820498056713177e+02,3.180749690985864020e-01
6.893874029335632940e+02,3.136146762827780599e-01
6.886941531389165903e+02,3.088257777112805025e-01
6.880022962112512914e+02,3.042647453301903226e-01
6.873118279569889637e+02,3.000407191986373956e-01
6.866227441993696630e+02,2.957701004130129929e-01
6.859350407783657602e+02,2.906338401100040381e-01
6.852487135506000868e+02,2.835226915468368469e-01
6.845637583892615794e+02,2.732307671679593541e-01
6.838801711840226289e+02,2.586035464590508703e-01
6.831979478409574540e+02,2.387471173465495755e-01
6.825170842824599049e+02,2.132270529840527007e-01
6.818375764471624052e+02,1.823287175356337331e-01
6.811594202898548929e+02,1.473903784525494032e-01
6.804826117814051258e+02,1.111361626992225099e-01
6.798071469086781917e+02,7.781994507249902215e-02
6.791330216744579502e+02,5.283951464741675624e-02
6.784602320973673386e+02,4.154938777654446774e-02
6.777887742117911785e+02,4.746327663774387723e-02
6.771186440677963674e+02,7.072722290792105015e-02
6.764498377310567321e+02,1.079025981052578048e-01
6.757823512827740160e+02,1.532531260001546158e-01
6.751161808196026186e+02,2.006741236968083708e-01
6.744513224535731979e+02,2.451430113907948349e-01
6.737877723120167275e+02,2.832966180366953135e-01
6.731255265374892360e+02,3.132847015287923975e-01
6.724645812876979107e+02,3.343693340715937490e-01
6.718049327354258367e+02,3.465009847950579203e-01
6.711465770684583276e+02,3.500364029414539946e-01
6.704895104895102804e+02,3.455790485812807455e-01
6.698337292161518235e+02,3.339670836224010730e-01
6.691792294807368080e+02,3.162977815653726932e-01
6.685260075303302756e+02,2.940141513301445797e-01
6.678740596266368357e+02,2.689628061449070295e-01
6.672233820459288154e+02,2.433098969498393160e-01
6.665739710789764558e+02,2.193349212470702692e-01
6.659258230309765167e+02,1.990468595810339913e-01
6.652789342214819044e+02,1.837177461254843325e-01
6.646333009843336868e+02,1.735424604197178533e-01
6.639889196675898120e+02,1.675974258057359723e-01
6.633457866334578057e+02,1.640686942721152342e-01
6.627038982582248536e+02,1.606940255979136534e-01
6.620632509321915222e+02,1.552301838500766140e-01
6.614238410596024096e+02,1.458338774792000969e-01
6.607856650585802072e+02,1.313362027434769597e-01
6.601487193610573740e+02,1.114637976746473136e-01
6.595130004127113352e+02,8.703653773851433018e-02
6.588785046728968382e+02,6.013469144982718645e-02
6.582452286145817197e+02,3.411597011694540715e-02
6.576131687242797170e+02,1.328556635800415969e-02
6.569823215019869167e+02,2.064738842749805695e-03
6.563526834611170671e+02,3.761785459258931794e-03
6.557242511284363218e+02,1.945337621978315140e-02
6.550970210440009396e+02,4.759160840793804498e-02
6.544709897610919143e+02,8.459499628586213127e-02
6.538461538461536975e+02,1.260442690412354183e-01
6.532225098787298521e+02,1.678413523709185728e-01
6.526000544514020021e+02,2.068773936177694950e-01
6.519787841697263957e+02,2.412282005750438496e-01
6.513586956521737648e+02,2.700105939703640878e-01
6.507397855300663423e+02,2.931237910440505079e-01
6.501220504475181770e+02,3.110037091035589008e-01
6.495054870613736284e+02,3.244234561544735995e-01
6.488900920411475681e+02,3.342912383697339007e-01
6.482758620689653526e+02,3.415439595638780079e-01
6.476627938395026831e+02,3.469778611145618585e-01
6.470508840599269433e+02,3.511092047750730694e-01
6.464401294498379684e+02,3.540918978470019574e-01
6.458305267412096100e+02,3.556752131816334206e-01
6.452220726783308464e+02,3.552402498629453897e-01
6.446147640177489393e+02,3.518893869147766140e-01
6.440085975282104300e+02,3.445601521917164844e-01
6.434035699906050922e+02,3.321681586206121639e-01
6.427996781979081788e+02,3.136573657211695343e-01
6.421969189551238060e+02,2.882403563403499458e-01
6.415952890792290191e+02,2.555218089805317283e-01
6.409947853991174043e+02,2.158311639032051699e-01
6.403954047555436091e+02,1.706366926594622691e-01
6.397971440010674087e+02,1.229717021671421634e-01
6.391999999999999318e+02,7.771568670072859231e-02
6.386039696283465901e+02,4.105688107985115687e-02
6.380090497737554642e+02,1.909147023033769958e-02
6.374152373354604606e+02,1.563660526690443739e-02
6.368225292242293563e+02,3.055422075082301139e-02
6.362309223623088883e+02,5.972704460442530838e-02
6.356404136833730263e+02,9.677756329869678653e-02
6.350510001324677205e+02,1.352111410966356508e-01
6.344626786659606523e+02,1.699397054849201005e-01
6.338754462514873467e+02,1.977528774968020375e-01
6.332892998678994445e+02,2.171628261207487198e-01
6.327042365052129753e+02,2.280585482651263374e-01
6.321202531645567433e+02,2.314278469078408507e-01
6.315373468581213956e+02,2.292401267299891410e-01
6.309555146091073539e+02,2.243498730777165329e-01
6.303747534516763835e+02,2.203943670714201830e-01
6.297950604308982747e+02,2.213045757943772895e-01
6.292164326027035486e+02,2.305760149977009177e-01
6.286388670338315023e+02,2.502873242824971700e-01
6.280623608017815513e+02,2.804486390566774401e-01
6.274869109947642301e+02,3.189954725153734127e-01
6.269125147116513972e+02,3.624859015322056677e-01
6.263391690619283736e+02,4.071443738668081291e-01
6.257668711656440337e+02,4.496602186213849994e-01
6.251956181533645349e+02,4.875149301276798242e-01
6.246254071661236367e+02,5.190210319488438584e-01
6.240562353553759749e+02,5.429125671619283722e-01
6.234880998829494274e+02,5.580854439768775377e-01
6.229209979209977064e+02,5.631608361495871184e-01
6.223549266519536332e+02,5.560310354127900867e-01
6.217898832684822992e+02,5.332678941487566382e-01
6.212258649734351366e+02,4.896515571749534002e-01
6.206628689798030791e+02,4.179797158129780477e-01
6.201008925106712013e+02,3.129720640726861292e-01
6.195399327991727887e+02,1.884235546073916856e-01
6.189799870884440907e+02,1.123586939415330693e-01
6.184210526315787320e+02,1.805036939010052355e-01
6.178631266915838296e+02,3.656585072333260467e-01
6.173062065413338360e+02,5.500221028873621965e-01
6.167502894635274515e+02,6.818761472416852154e-01
6.161953727506423775e+02,7.669636328541967751e-01
6.156414537048926832e+02,8.214820327291985080e-01
6.150885296381829903e+02,8.572962075572845286e-01
6.145365978720675457e+02,8.816953301241752250e-01
6.139856557377048603e+02,8.988325884136499910e-01
6.134357005758155310e+02,9.113109480413517094e-01
6.128867297366401772e+02,9.205272403323049302e-01
6.123387405798949885e+02,9.274000224695390093e-01
6.117917304747319349e+02,9.324104268582136257e-01
6.112456967996937465e+02,9.359959461726661267e-01
6.107006369426750325e+02,9.382084689479509576e-01
6.101565483008779438e+02,9.390713864328321669e-01
6.096134282807730642e+02,9.383805940394932543e-01
6.090712742980559824e+02,9.355395517997647792e-01
6.085300837776082972e+02,9.295435805983363053e-01
6.079898541534558944e+02,9.177890149270823139e-01
6.074505828687276789e+02,8.942112325346237567e-01
6.069122673756171480e+02,8.425866254720540960e-01
6.063749051353401001e+02,7.163835435677624597e-01
6.058384936180966633e+02,4.804553552562085272e-01
6.053030303030301411e+02,5.627699955011261634e-01
6.047685126781883582e+02,7.839922994876520335e-01
6.042349382404837570e+02,8.797516590557237226e-01
6.037023044956553122e+02,9.203846968942767104e-01
6.031706089582282857e+02,9.404232373335447148e-01
6.026398491514769375e+02,9.515650839257854265e-01
6.021100226073848489e+02,9.584288363564480440e-01
6.015811268666079741e+02,9.628490594497568500e-01
6.010531594784351910e+02,9.658955953252676974e-01
6.005261180007513531e+02,9.679875874498466981e-01
5.999999999999998863e+02,9.694574592601706842e-01
